dataset,split_type,mAP50_95,experiment,train_datasets
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.363,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.485,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.497,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.498,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.53,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.541,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.725,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.776,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.57,lora_0.1_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.699,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.542,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.615,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,train_ds,0.723,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.777,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.493,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,train_ds,0.712,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,train_ds,0.691,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,train_ds,0.495,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.542,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.691,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.552,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.68,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.699,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.566,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.712,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.579,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.615,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.592,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.522,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.658,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.36,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.495,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.493,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.442,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.52,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.523,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.723,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.777,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.539,lora_0.25_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.701,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.554,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.606,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,train_ds,0.723,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.768,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.504,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,train_ds,0.703,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,train_ds,0.69,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,train_ds,0.571,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.554,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.69,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.531,lora_0.5_20250108_neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class"
