Model,Dataset,Class,mAP@50,mAP@50-95,TP,FP,FN,Precision,Recall,F1
rf_detr_seg,20240509_Hs675Tfibroblasts_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240509_Hs675Tfibroblasts_10x_caged_4_class,all,0.8646432347059959,0.6656094781365738,,,,,,
yolov26,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell,0.8844251626160542,0.6935279297768258,3960.0,347.0,450.0,0.9194334803807754,0.8979591836734694,0.9085694619708615
yolov26,20240509_Hs675Tfibroblasts_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell-adhered,0.8448613067959376,0.6376910264963215,5164.0,714.0,706.0,0.8785301122830895,0.8797274275979557,0.8791283622744298
yolov26,20240509_Hs675Tfibroblasts_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240509_Hs675Tfibroblasts_10x_caged_4_class,all,0.8701092375885705,0.6543444231405489,,,,,,
yolo,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell,0.8859777792169875,0.6938210558656089,3962.0,357.0,448.0,0.9173419773095624,0.8984126984126984,0.9077786688051322
yolo,20240509_Hs675Tfibroblasts_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell-adhered,0.8542406959601533,0.6148677904154887,5287.0,1298.0,583.0,0.8028853454821564,0.9006814310051108,0.8489763147330389
yolo,20240509_Hs675Tfibroblasts_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240516_DC-adhered_10x_caged_4_class,all,0.9125004107110695,0.6765820939017726,,,,,,
rf_detr_seg,20240516_DC-adhered_10x_caged_4_class,cell,0.8951821126092716,0.6594166243828081,7895.0,3972.0,358.0,0.6652903008342462,0.95662183448443,0.7847912524850894
rf_detr_seg,20240516_DC-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240516_DC-adhered_10x_caged_4_class,cell-adhered,0.9298187088128673,0.6937475634207373,8598.0,4180.0,231.0,0.6728752543434027,0.9738362215426436,0.795853195723608
rf_detr_seg,20240516_DC-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240516_DC-adhered_10x_caged_4_class,all,0.8547739111826573,0.644350224083503,,,,,,
yolov26,20240516_DC-adhered_10x_caged_4_class,cell,0.8252021400535082,0.6197412916702844,7222.0,1980.0,1031.0,0.7848293849163226,0.8750757300375621,0.8274992838728158
yolov26,20240516_DC-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240516_DC-adhered_10x_caged_4_class,cell-adhered,0.8843456823118064,0.6689591564967216,8139.0,2307.0,690.0,0.7791499138426192,0.9218484539585458,0.8445136186770429
yolov26,20240516_DC-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240516_DC-adhered_10x_caged_4_class,all,0.8546173323900507,0.6342885807174062,,,,,,
yolo,20240516_DC-adhered_10x_caged_4_class,cell,0.8131319171684127,0.6014443885862104,7045.0,1586.0,1208.0,0.816243772448152,0.8536289833999757,0.8345178867566927
yolo,20240516_DC-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240516_DC-adhered_10x_caged_4_class,cell-adhered,0.8961027476116887,0.6671327728486022,8241.0,2537.0,588.0,0.764613100760809,0.9334012911994564,0.840618146580303
yolo,20240516_DC-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_k562_10x_uncaged_4_class,all,0.9785870410349305,0.6580729324936263,,,,,,
rf_detr_seg,20240228_k562_10x_uncaged_4_class,cell,0.9785870410349305,0.6580729324936263,139.0,14.0,2.0,0.9084967320261438,0.9858156028368794,0.945578231292517
rf_detr_seg,20240228_k562_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_k562_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_k562_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_k562_10x_uncaged_4_class,all,0.9657555557769425,0.7191900407409925,,,,,,
yolov26,20240228_k562_10x_uncaged_4_class,cell,0.9657555557769425,0.7191900407409925,137.0,9.0,4.0,0.9383561643835616,0.9716312056737588,0.9547038327526133
yolov26,20240228_k562_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_k562_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_k562_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_k562_10x_uncaged_4_class,all,0.9676363648964309,0.7459303945527428,,,,,,
yolo,20240228_k562_10x_uncaged_4_class,cell,0.9676363648964309,0.7459303945527428,137.0,9.0,4.0,0.9383561643835616,0.9716312056737588,0.9547038327526133
yolo,20240228_k562_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_k562_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_k562_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_caged_4_class,all,0.9787609249424158,0.7039742554282742,,,,,,
rf_detr_seg,20240228_jurkat_10x_caged_4_class,cell,0.9787609249424158,0.7039742554282742,1432.0,130.0,24.0,0.9167733674775929,0.9835164835164835,0.9489728296885355
rf_detr_seg,20240228_jurkat_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_caged_4_class,all,0.9675967380384393,0.7242464710760804,,,,,,
yolov26,20240228_jurkat_10x_caged_4_class,cell,0.9675967380384393,0.7242464710760804,1425.0,92.0,31.0,0.9393539881344759,0.9787087912087912,0.958627648839556
yolov26,20240228_jurkat_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_caged_4_class,all,0.9691869102420647,0.7088786088306915,,,,,,
yolo,20240228_jurkat_10x_caged_4_class,cell,0.9691869102420647,0.7088786088306915,1424.0,66.0,32.0,0.9557046979865772,0.978021978021978,0.96673455532926
yolo,20240228_jurkat_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_caged_4_class,all,0.9799469636517185,0.7886228600763694,,,,,,
rf_detr_seg,20240228_hela-suspension_10x_caged_4_class,cell,0.9799469636517185,0.7886228600763694,2086.0,74.0,31.0,0.9657407407407408,0.9853566367501181,0.9754500818330606
rf_detr_seg,20240228_hela-suspension_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_caged_4_class,all,0.9782889861122186,0.8025259470185081,,,,,,
yolov26,20240228_hela-suspension_10x_caged_4_class,cell,0.9782889861122186,0.8025259470185081,2078.0,108.0,39.0,0.9505946935041171,0.9815777042985356,0.9658377875900535
yolov26,20240228_hela-suspension_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_caged_4_class,all,0.9790731998176019,0.7796283539524125,,,,,,
yolo,20240228_hela-suspension_10x_caged_4_class,cell,0.9790731998176019,0.7796283539524125,2077.0,124.0,40.0,0.9436619718309859,0.9811053377420879,0.9620194534506716
yolo,20240228_hela-suspension_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
